city,date,AQI,airQuality,rank,PM2\.5,PM10,So2,No2,Co,O3
上海,2025-04-05,良,76,243,44,68,35,8,0.75,102
上海,2025-04-06,良,75,220,49,71,40,8,0.69,96
上海,2025-04-07,良,88,266,40,58,32,8,0.61,121
上海,2025-04-08,轻度污染,103,301,39,79,40,9,0.68,138
上海,2025-04-09,轻度污染,105,301,54,90,50,9,0.78,121
上海,2025-04-10,良,87,268,60,81,46,8,0.72,110
上海,2025-04-11,良,64,131,46,64,42,9,0.68,92
上海,2025-04-12,良,86,140,31,123,17,6,0.55,86
上海,2025-04-13,良,94,162,26,137,18,7,0.45,84
上海,2025-04-14,良,76,177,25,101,24,7,0.55,88
上海,2025-04-15,良,71,197,22,63,38,8,0.60,94
上海,2025-04-16,良,98,252,28,69,37,8,0.68,122
上海,2025-04-17,良,74,154,33,79,38,7,0.68,87
上海,2025-04-18,良,72,180,34,68,29,7,0.70,94
上海,2025-04-19,良,63,195,29,63,20,6,0.76,91
上海,2025-04-20,良,72,205,35,43,22,6,0.79,109
上海,2025-04-21,良,62,193,26,37,20,5,0.59,95
上海,2025-04-22,良,61,217,44,44,23,6,0.77,71
上海,2025-04-23,良,92,303,44,64,32,7,0.80,119
上海,2025-04-24,良,90,320,61,104,49,8,0.85,98
上海,2025-04-25,良,58,169,17,51,24,6,0.43,88
上海,2025-04-26,良,54,133,14,34,29,6,0.48,88
上海,2025-04-27,优,50,141,17,40,29,6,0.58,85
上海,2025-04-28,良,54,163,30,45,37,6,0.73,76
上海,2025-04-29,良,61,108,24,38,32,7,0.58,88
上海,2025-04-30,良,89,232,19,45,25,7,0.58,117
上海,2025-05-01,良,65,236,30,60,22,6,0.69,108
上海,2025-05-02,良,96,298,28,55,19,7,0.63,138
上海,2025-05-03,良,86,278,25,53,14,6,0.67,121
上海,2025-05-04,良,62,152,10,24,15,6,0.47,105
上海,2025-05-05,优,45,84,20,35,21,5,0.70,78
上海,2025-05-06,良,71,214,52,72,22,6,0.83,102
上海,2025-05-07,良,70,187,23,65,19,6,0.54,106
上海,2025-05-08,良,62,184,18,52,15,5,0.54,101
上海,2025-05-09,良,57,206,11,22,16,5,0.68,84
上海,2025-05-10,良,63,279,23,46,27,6,0.65,87
上海,2025-05-11,良,74,295,23,37,23,6,0.58,108
上海,2025-05-12,良,88,258,34,51,34,7,0.59,120
上海,2025-05-13,轻度污染,112,312,23,41,19,6,0.53,143
上海,2025-05-14,良,96,289,18,34,19,6,0.58,124
上海,2025-05-15,良,82,278,23,44,37,7,0.65,90
上海,2025-05-16,优,46,99,32,40,27,5,0.78,57
上海,2025-05-17,良,70,203,44,47,32,6,0.96,101
上海,2025-05-18,良,67,197,25,69,20,6,0.55,97
上海,2025-05-19,良,68,188,26,41,21,6,0.65,96
上海,2025-05-20,优,41,106,29,38,27,6,0.68,51
上海,2025-05-21,优,40,99,23,24,31,5,0.71,52
上海,2025-05-22,良,60,169,23,30,27,6,0.71,80
上海,2025-05-23,优,45,108,6,7,13,5,0.50,77
上海,2025-05-24,良,72,249,30,39,17,6,0.61,113
上海,2025-05-25,良,81,248,31,43,28,7,0.62,106
上海,2025-05-26,良,68,153,25,33,24,6,0.50,96
上海,2025-05-27,良,69,150,20,28,18,6,0.48,107
上海,2025-05-28,良,74,185,18,32,20,6,0.52,117
上海,2025-05-29,良,68,165,23,32,20,6,0.54,95
上海,2025-05-30,良,92,209,39,50,25,7,0.60,132
上海,2025-05-31,良,99,283,35,44,18,6,0.60,137
上海,2025-06-01,良,81,272,11,14,8,5,0.52,130
上海,2025-06-02,良,58,219,9,12,15,5,0.63,85
上海,2025-06-03,良,78,266,23,33,18,6,0.67,123
上海,2025-06-04,轻度污染,128,324,44,51,26,7,0.69,164
上海,2025-06-05,轻度污染,118,306,21,36,29,7,0.53,128
上海,2025-06-06,轻度污染,103,270,19,41,17,7,0.52,127
上海,2025-06-07,优,44,98,21,41,27,6,0.65,51
上海,2025-06-08,优,38,67,12,14,19,5,0.55,65
上海,2025-06-09,优,36,47,12,18,22,5,0.57,59
上海,2025-06-10,优,30,16,16,19,23,5,0.58,49
上海,2025-06-11,优,32,26,19,23,22,6,0.51,58
上海,2025-06-12,优,46,99,9,11,19,5,0.54,78
上海,2025-06-13,优,22,4,7,14,17,5,0.54,22
上海,2025-06-14,优,46,117,23,30,23,6,0.68,62
上海,2025-06-15,优,34,33,10,16,20,5,0.60,46
上海,2025-06-16,良,81,280,13,23,15,6,0.50,123
上海,2025-06-17,轻度污染,112,316,27,56,25,7,0.62,135
上海,2025-06-18,良,99,289,24,51,27,7,0.57,107
上海,2025-06-19,良,68,265,19,36,26,7,0.56,65
上海,2025-06-20,优,40,165,11,23,16,6,0.49,57
上海,2025-06-21,优,48,178,13,27,16,6,0.57,68
上海,2025-06-22,优,48,143,6,12,16,5,0.53,84
上海,2025-06-23,优,45,119,7,10,15,5,0.53,82
上海,2025-06-24,优,44,101,16,20,18,5,0.61,79
上海,2025-06-25,良,71,188,26,37,24,6,0.60,95
上海,2025-06-26,良,86,258,31,38,19,6,0.63,111
上海,2025-06-27,良,89,288,25,33,22,6,0.60,98
上海,2025-06-28,良,77,266,24,36,21,6,0.59,104
上海,2025-06-29,良,81,290,15,22,14,6,0.51,93
上海,2025-06-30,优,44,171,8,16,11,6,0.47,56
上海,2025-07-01,优,41,149,8,21,11,6,0.45,55
上海,2025-07-02,优,44,164,10,25,12,6,0.48,61
上海,2025-07-03,良,55,226,13,29,10,6,0.52,83
上海,2025-07-04,良,68,249,14,32,10,6,0.51,91
上海,2025-07-05,良,62,193,14,29,10,6,0.50,80
上海,2025-07-06,良,63,185,10,21,12,6,0.55,76
上海,2025-07-07,优,34,34,5,15,8,6,0.50,46
上海,2025-07-08,优,24,15,5,20,8,6,0.50,37
上海,2025-07-09,优,27,15,7,23,7,6,0.50,44
上海,2025-07-10,优,41,103,25,41,8,7,0.50,40
上海,2025-07-11,优,24,9,13,24,10,6,0.53,42
上海,2025-07-12,优,26,13,9,17,8,6,0.50,45
上海,2025-07-13,优,34,52,11,19,11,6,0.57,57
上海,2025-07-14,良,78,265,28,40,17,6,0.74,106
上海,2025-07-15,轻度污染,101,318,25,42,23,7,0.67,131
上海,2025-07-16,轻度污染,102,324,29,49,16,6,0.70,120
上海,2025-07-17,良,84,252,26,43,17,6,0.72,103
上海,2025-07-18,良,73,209,16,24,17,6,0.70,92
上海,2025-07-19,优,27,18,7,17,8,6,0.50,28
上海,2025-07-20,优,28,45,7,28,5,6,0.48,28
上海,2025-07-21,优,26,32,6,26,6,6,0.50,29
上海,2025-07-22,优,26,68,7,26,6,6,0.50,22
上海,2025-07-23,优,24,59,7,24,8,6,0.50,25
上海,2025-07-24,优,26,60,11,26,9,6,0.50,29
上海,2025-07-25,优,25,44,11,25,7,6,0.51,37
上海,2025-07-26,优,18,5,6,18,7,5,0.51,30
上海,2025-07-27,优,21,10,7,18,8,6,0.50,36
上海,2025-07-28,优,24,33,8,24,8,6,0.50,26
上海,2025-07-29,优,22,6,9,22,8,7,0.50,29
上海,2025-07-30,优,22,13,4,11,6,5,0.52,37
上海,2025-07-31,优,40,105,9,20,9,6,0.59,65
上海,2025-08-01,良,53,172,21,36,10,6,0.60,88
上海,2025-08-02,良,51,175,22,36,17,6,0.67,74
上海,2025-08-03,良,55,182,21,30,16,5,0.73,88
上海,2025-08-04,良,65,238,22,29,20,6,0.84,79
上海,2025-08-05,良,52,204,20,27,15,5,0.69,92
上海,2025-08-06,良,63,250,15,25,14,6,0.70,87
上海,2025-08-07,良,60,257,16,27,20,6,0.64,79
上海,2025-08-08,良,68,293,18,33,21,6,0.61,92
上海,2025-08-09,良,63,300,24,38,20,6,0.65,82
上海,2025-08-10,优,47,198,22,41,25,6,0.69,57
上海,2025-08-11,良,58,238,26,40,23,5,0.75,80
上海,2025-08-12,良,69,267,19,34,23,6,0.69,82
上海,2025-08-13,优,38,87,9,21,8,6,0.50,46
上海,2025-08-14,优,26,32,7,21,8,5,0.49,32
上海,2025-08-15,优,27,57,6,17,9,5,0.48,37
上海,2025-08-16,优,28,49,12,28,9,6,0.44,42
上海,2025-08-17,优,32,82,18,30,10,6,0.48,46
上海,2025-08-18,优,37,114,8,14,10,5,0.50,52
上海,2025-08-19,优,44,151,8,19,12,6,0.50,61
上海,2025-08-20,良,58,244,12,27,15,6,0.57,75
上海,2025-08-21,良,87,318,27,44,16,6,0.67,120
上海,2025-08-22,良,98,326,24,38,19,6,0.66,110
上海,2025-08-23,良,98,324,23,37,18,6,0.65,119
上海,2025-08-24,良,79,323,16,29,15,6,0.55,85
上海,2025-08-25,良,67,303,12,27,21,5,0.60,64
上海,2025-08-26,良,60,270,19,35,27,6,0.65,90
上海,2025-08-27,优,49,192,7,15,14,6,0.49,51
上海,2025-08-28,优,40,135,6,15,12,6,0.48,53
上海,2025-08-29,优,38,126,6,16,11,6,0.50,50
上海,2025-08-30,优,36,109,6,15,10,6,0.46,50
上海,2025-08-31,优,46,208,11,23,14,5,0.50,67
上海,2025-09-01,良,72,302,19,31,24,6,0.58,88
上海,2025-09-02,优,42,130,15,26,27,5,0.56,51
上海,2025-09-03,优,43,132,15,22,22,6,0.55,62
上海,2025-09-04,优,46,151,13,23,20,6,0.57,63
上海,2025-09-05,良,68,284,14,26,20,6,0.58,78
上海,2025-09-06,良,68,295,12,25,15,5,0.59,91
上海,2025-09-07,轻度污染,105,325,26,42,27,6,0.80,104
上海,2025-09-08,良,63,275,11,19,20,5,0.60,66
上海,2025-09-09,优,42,174,13,24,22,6,0.70,62
上海,2025-09-10,优,50,226,11,24,15,5,0.60,90
上海,2025-09-11,良,70,293,14,30,15,5,0.60,105
上海,2025-09-12,良,72,307,18,37,16,5,0.64,112
上海,2025-09-13,良,72,305,27,42,22,5,0.77,89
上海,2025-09-14,良,62,253,25,29,17,5,0.71,87
上海,2025-09-15,良,77,309,22,30,22,6,0.68,89
上海,2025-09-16,良,70,306,13,24,17,6,0.60,83
上海,2025-09-17,良,68,319,13,30,19,5,0.64,66
上海,2025-09-18,优,46,290,8,24,11,5,0.60,86
上海,2025-09-19,优,48,289,8,25,14,5,0.59,77
上海,2025-09-20,优,35,147,12,22,17,5,0.63,56
上海,2025-09-21,良,57,285,10,21,12,5,0.57,101
上海,2025-09-22,良,52,287,8,22,15,5,0.54,81
上海,2025-09-23,优,37,178,8,25,14,5,0.56,57
上海,2025-09-24,优,22,26,6,22,13,5,0.50,25
上海,2025-09-25,优,24,36,6,21,15,5,0.52,32
上海,2025-09-26,优,32,99,9,22,22,5,0.56,42
上海,2025-09-27,优,44,207,15,28,23,6,0.62,58
上海,2025-09-28,良,73,316,24,37,20,5,0.69,86
上海,2025-09-29,优,44,179,15,19,17,5,0.87,74
上海,2025-09-30,优,46,158,18,27,24,5,0.84,73
上海,2025-10-01,优,50,199,29,30,20,5,0.83,86
上海,2025-10-02,良,69,313,15,22,10,5,0.70,105
上海,2025-10-03,优,49,239,28,43,20,6,0.95,68
上海,2025-10-04,优,46,211,17,23,20,6,0.76,73
上海,2025-10-05,优,48,241,14,23,16,6,0.57,68
上海,2025-10-06,良,53,288,15,29,20,6,0.60,69
上海,2025-10-07,优,50,266,23,35,16,5,0.76,78
上海,2025-10-08,优,43,220,9,13,12,5,0.62,78
上海,2025-10-09,优,49,235,8,19,15,5,0.51,77
上海,2025-10-10,优,46,198,10,32,13,6,0.50,76
上海,2025-10-11,良,68,283,15,38,18,6,0.55,92
上海,2025-10-12,良,82,312,22,40,16,6,0.54,105
上海,2025-10-13,良,64,299,44,61,28,6,0.84,58
上海,2025-10-14,优,40,160,28,32,28,5,1.00,26
上海,2025-10-15,优,48,230,17,27,22,6,0.65,81
上海,2025-10-16,优,42,182,17,21,19,6,0.76,58
上海,2025-10-17,优,44,232,8,16,19,6,0.51,71
上海,2025-10-18,优,38,226,9,18,15,5,0.48,59
上海,2025-10-19,优,37,211,10,26,11,6,0.40,72
上海,2025-10-20,优,38,231,10,30,10,6,0.44,74
上海,2025-10-21,优,38,215,7,28,10,6,0.41,75
上海,2025-10-22,优,41,194,8,26,12,6,0.42,79
上海,2025-10-23,优,42,162,11,28,18,6,0.45,74
上海,2025-10-24,优,46,143,11,30,17,6,0.47,83
上海,2025-10-25,优,49,144,14,31,17,6,0.47,89
上海,2025-10-26,优,45,132,23,39,22,6,0.58,78
